-5398.0  ,  -11188.0
-7898.0  ,  -3025.0
541.0  ,  -12072.0
-9831.0  ,  -5222.0
-4097.0  ,  -5524.0
-4030.0  ,  -11246.0
-7333.0  ,  -6145.0
3421.0  ,  -10702.0
-9015.0  ,  -7786.0
-1271.0  ,  -7324.0
-3643.0  ,  -10874.0
-5666.0  ,  -7858.0
3744.0  ,  -9745.0
-7817.0  ,  -10177.0
381.0  ,  -6463.0
-2712.0  ,  -11850.0
-4242.0  ,  -6491.0
4681.0  ,  -11019.0
-6762.0  ,  -9613.0
1101.0  ,  -6515.0
-620.0  ,  -12247.0
-2849.0  ,  -6078.0
7408.0  ,  -10372.0
-7511.0  ,  -9020.0
2760.0  ,  -7806.0
704.0  ,  -12116.0
-73.0  ,  -7490.0
8179.0  ,  -7839.0
-4364.0  ,  -11026.0
5327.0  ,  -6462.0
1136.0  ,  -11892.0
1911.0  ,  -7501.0
8361.0  ,  -7216.0
-1841.0  ,  -11500.0
5565.0  ,  -4926.0
3161.0  ,  -12445.0
2680.0  ,  -5607.0
10037.0  ,  -7879.0
-1317.0  ,  -10440.0
7122.0  ,  -4765.0
3514.0  ,  -11136.0
3746.0  ,  -4350.0
10542.0  ,  -6396.0
-1715.0  ,  -10862.0
9163.0  ,  -3842.0
5425.0  ,  -10896.0
5995.0  ,  -3552.0
9379.0  ,  -4929.0
2199.0  ,  -10699.0
9807.0  ,  -1861.0
6489.0  ,  -10304.0
6814.0  ,  -1821.0
10130.0  ,  -4040.0
4329.0  ,  -9059.0
9166.0  ,  -635.0
7663.0  ,  -9480.0
6714.0  ,  -930.0
12442.0  ,  -3493.0
3944.0  ,  -7915.0
10344.0  ,  212.0
7344.0  ,  -8215.0
7310.0  ,  863.0
11422.0  ,  -1651.0
4756.0  ,  -8270.0
11284.0  ,  2372.0
8606.0  ,  -6924.0
7574.0  ,  3148.0
10272.0  ,  -1740.0
7307.0  ,  -5694.0
10270.0  ,  4250.0
10484.0  ,  -5236.0
6312.0  ,  4702.0
11405.0  ,  -621.0
7705.0  ,  -2760.0
9397.0  ,  4619.0
10661.0  ,  -3718.0
5958.0  ,  5705.0
12603.0  ,  1477.0
6926.0  ,  -2447.0
9545.0  ,  6080.0
9471.0  ,  -3623.0
5636.0  ,  7447.0
11359.0  ,  1767.0
7017.0  ,  -1102.0
8589.0  ,  7727.0
9909.0  ,  -1267.0
3847.0  ,  8811.0
11745.0  ,  1378.0
7030.0  ,  1707.0
7902.0  ,  9071.0
10082.0  ,  1789.0
2499.0  ,  8620.0
11551.0  ,  3923.0
5382.0  ,  3472.0
7136.0  ,  9288.0
8670.0  ,  2288.0
1903.0  ,  9832.0
10706.0  ,  6191.0
4864.0  ,  3849.0
6288.0  ,  9937.0
7668.0  ,  1984.0
500.0  ,  11228.0
10113.0  ,  5696.0
3875.0  ,  5261.0
4757.0  ,  10463.0
7333.0  ,  4438.0
-1741.0  ,  10586.0
10484.0  ,  6042.0
2229.0  ,  7161.0
3367.0  ,  11119.0
5345.0  ,  6416.0
-2156.0  ,  9328.0
9096.0  ,  8988.0
-277.0  ,  7176.0
2481.0  ,  12025.0
3173.0  ,  5899.0
-3113.0  ,  10759.0
6717.0  ,  9957.0
-929.0  ,  6920.0
1648.0  ,  11570.0
3405.0  ,  5379.0
-5675.0  ,  11348.0
6571.0  ,  8992.0
-2246.0  ,  7543.0
714.0  ,  11010.0
1703.0  ,  7132.0
-6361.0  ,  9112.0
6591.0  ,  10281.0
-4708.0  ,  7133.0
-1295.0  ,  11622.0
-960.0  ,  6865.0
-5848.0  ,  8454.0
2976.0  ,  11497.0
-6459.0  ,  5809.0
-3274.0  ,  12082.0
-1892.0  ,  4903.0
-7986.0  ,  9478.0
530.0  ,  10670.0
-7285.0  ,  5476.0
-3142.0  ,  10739.0
-2477.0  ,  5041.0
-9993.0  ,  8362.0
916.0  ,  10108.0
-8907.0  ,  4815.0
-3434.0  ,  10599.0
-4945.0  ,  4848.0
-8911.0  ,  5890.0
-832.0  ,  10916.0
-9560.0  ,  2458.0
-6024.0  ,  10121.0
-6403.0  ,  2684.0
-8844.0  ,  6236.0
-4596.0  ,  9490.0
-10262.0  ,  996.0
-8200.0  ,  8828.0
-5770.0  ,  700.0
-11840.0  ,  6576.0
-5186.0  ,  7331.0
-11141.0  ,  345.0
-6991.0  ,  7178.0
-6459.0  ,  -121.0
-12999.0  ,  4214.0
-5017.0  ,  6522.0
-11444.0  ,  -1224.0
-6489.0  ,  7773.0
-8077.0  ,  -1609.0
-10336.0  ,  2780.0
-6609.0  ,  6411.0
-10275.0  ,  -3202.0
-9611.0  ,  6123.0
-7406.0  ,  -3092.0
-11295.0  ,  3101.0
-8226.0  ,  2773.0
-10008.0  ,  -4383.0
-10062.0  ,  3496.0
-6218.0  ,  -4120.0
-13384.0  ,  546.0
-7058.0  ,  635.0
-10638.0  ,  -6208.0
-8234.0  ,  3376.0
-6633.0  ,  -5531.0
-13071.0  ,  -1376.0
-7283.0  ,  55.0
-9565.0  ,  -7139.0
-8597.0  ,  3606.0
-6290.0  ,  -8181.0
-11328.0  ,  -887.0
-8044.0  ,  -1906.0
-8007.0  ,  -7499.0
-10769.0  ,  -56.0
-4169.0  ,  -8297.0
-12548.0  ,  -2125.0
-6311.0  ,  -4362.0
-7485.0  ,  -8366.0
-8702.0  ,  -2694.0
-3317.0  ,  -8402.0
-12706.0  ,  -6138.0
-3964.0  ,  -5622.0
-7241.0  ,  -10906.0
-6238.0  ,  -1893.0
-2550.0  ,  -10506.0
-10645.0  ,  -6771.0
-3380.0  ,  -6115.0
-5457.0  ,  -10669.0
-7111.0  ,  -1781.0
-667.0  ,  -11841.0
-9879.0  ,  -5362.0
-2568.0  ,  -7910.0
-4299.0  ,  -10440.0
-6984.0  ,  -6378.0
754.0  ,  -10012.0
-10606.0  ,  -8524.0
-46.0  ,  -8257.0
-3769.0  ,  -10882.0
-3893.0  ,  -6603.0
970.0  ,  -10214.0
-7063.0  ,  -10940.0
2244.0  ,  -7949.0
-1987.0  ,  -12620.0
-2321.0  ,  -4549.0
3391.0  ,  -11685.0
-5396.0  ,  -9564.0
3539.0  ,  -8511.0
-600.0  ,  -11274.0
-2582.0  ,  -4868.0
5821.0  ,  -11094.0
-5646.0  ,  -9227.0
5594.0  ,  -8515.0
-545.0  ,  -11091.0
384.0  ,  -8141.0
5075.0  ,  -9458.0
-3191.0  ,  -11786.0
6846.0  ,  -6027.0
823.0  ,  -12169.0
2511.0  ,  -6196.0
5912.0  ,  -10195.0
383.0  ,  -11681.0
8061.0  ,  -5292.0
3532.0  ,  -11831.0
2211.0  ,  -3772.0
9100.0  ,  -9644.0
1021.0  ,  -9260.0
10278.0  ,  -4966.0
3276.0  ,  -9890.0
3272.0  ,  -4247.0
10280.0  ,  -7654.0
1551.0  ,  -8996.0
11800.0  ,  -3317.0
3235.0  ,  -10496.0
6575.0  ,  -3969.0
8855.0  ,  -6938.0
4716.0  ,  -9368.0
10329.0  ,  -765.0
6783.0  ,  -10273.0
6994.0  ,  -2070.0
10278.0  ,  -7237.0
6423.0  ,  -7189.0
10726.0  ,  -90.0
8019.0  ,  -8373.0
5982.0  ,  -194.0
12233.0  ,  -4958.0
5954.0  ,  -4339.0
12621.0  ,  1602.0
6322.0  ,  -7725.0
7181.0  ,  585.0
11873.0  ,  -2509.0
6483.0  ,  -3866.0
12474.0  ,  4134.0
7170.0  ,  -7431.0
8577.0  ,  2611.0
11247.0  ,  -2868.0
8662.0  ,  -1594.0
9546.0  ,  4551.0
10957.0  ,  -5408.0
7290.0  ,  4442.0
13125.0  ,  -2298.0
7847.0  ,  921.0
10046.0  ,  5010.0
10270.0  ,  -2792.0
6254.0  ,  5402.0
13322.0  ,  368.0
5928.0  ,  2347.0
10725.0  ,  7282.0
8321.0  ,  -3152.0
6411.0  ,  7111.0
10899.0  ,  2002.0
6042.0  ,  3399.0
8541.0  ,  9569.0
9118.0  ,  -2980.0
5523.0  ,  9079.0
11442.0  ,  2218.0
5745.0  ,  6017.0
6868.0  ,  8103.0
10705.0  ,  1748.0
3552.0  ,  8984.0
12918.0  ,  4249.0
3326.0  ,  6880.0
7506.0  ,  8960.0
8744.0  ,  3429.0
2786.0  ,  9504.0
11356.0  ,  6536.0
1472.0  ,  7227.0
6592.0  ,  11333.0
7274.0  ,  1841.0
1609.0  ,  11136.0
8665.0  ,  5869.0
342.0  ,  8560.0
4810.0  ,  10701.0
7584.0  ,  2598.0
-557.0  ,  11872.0
8412.0  ,  7076.0
-2835.0  ,  9426.0
3582.0  ,  9896.0
5538.0  ,  7032.0
-1468.0  ,  10258.0
7810.0  ,  10342.0
-4143.0  ,  8042.0
3185.0  ,  11558.0
3035.0  ,  7075.0
-2330.0  ,  10583.0
5912.0  ,  10470.0
-4978.0  ,  7646.0
1934.0  ,  12849.0
2566.0  ,  5572.0
-4433.0  ,  11664.0
4213.0  ,  8559.0
-7545.0  ,  7800.0
1368.0  ,  11133.0
2294.0  ,  6758.0
-6426.0  ,  10764.0
2844.0  ,  9693.0
-9693.0  ,  6019.0
232.0  ,  10866.0
-1950.0  ,  7554.0
-6114.0  ,  9199.0
148.0  ,  10823.0
-9432.0  ,  3873.0
-2090.0  ,  11835.0
-3269.0  ,  5173.0
-7304.0  ,  9506.0
-1570.0  ,  9484.0
-10248.0  ,  3577.0
-3539.0  ,  11962.0
-3657.0  ,  4365.0
-8698.0  ,  8627.0
